strain_id,strain_name,strain_description,parents,background,mat,genotype,allele_id,gene_id,freezer,shelf,rack,pullout,insert,row,column,owner,date,publications,tags,strain_notes,warnings,filemaker
rec17532,ykl068w-a,alpha-haploid KanMX disruption of YKL068W-A (S000028524) in BY background,NA,NA,alpha,NA,S000028524-KanMX,S000028524,,,,,,,,,,,,NA,,
rec17533,ykl096c-b,alpha-haploid KanMX disruption of YKL096C-B (S000028667) in BY background,NA,NA,alpha,NA,S000028667-KanMX,S000028667,,,,,,,,,,,,NA,,
rec17534,ykl106c-a,alpha-haploid KanMX disruption of YKL106C-A (S000007616) in BY background,NA,NA,alpha,NA,S000007616-KanMX,S000007616,,,,,,,,,,,,NA,,
rec17537,ccr4,alpha-haploid KanMX disruption of CCR4 (S000000019) in BY background,NA,NA,alpha,NA,S000000019-KanMX,S000000019,,,,,,,,,,,,NA,,
rec17538,yal044w-a,alpha-haploid KanMX disruption of YAL044W-A (S000007586) in BY background,NA,NA,alpha,NA,S000007586-KanMX,S000007586,,,,,,,,,,,,NA,,
rec17539,hsl7,alpha-haploid KanMX disruption of HSL7 (S000000337) in BY background,NA,NA,alpha,NA,S000000337-KanMX,S000000337,,,,,,,,,,,,NA,,
rec17541,ycl021w-a,alpha-haploid KanMX disruption of YCL021W-A (S000007549) in BY background,NA,NA,alpha,NA,S000007549-KanMX,S000007549,,,,,,,,,,,,NA,,
rec17542,hbn1,alpha-haploid KanMX disruption of HBN1 (S000007548) in BY background,NA,NA,alpha,NA,S000007548-KanMX,S000007548,,,,,,,,,,,,NA,,
rec17544,pac2,alpha-haploid KanMX disruption of PAC2 (S000000809) in BY background,NA,NA,alpha,NA,S000000809-KanMX,S000000809,,,,,,,,,,,,NA,,
rec17545,bim1,alpha-haploid KanMX disruption of BIM1 (S000000818) in BY background,NA,NA,alpha,NA,S000000818-KanMX,S000000818,,,,,,,,,,,,NA,,
rec17546,prs2,alpha-haploid KanMX disruption of PRS2 (S000000901) in BY background,NA,NA,alpha,NA,S000000901-KanMX,S000000901,,,,,,,,,,,,NA,,
rec17547,nup157,alpha-haploid KanMX disruption of NUP157 (S000000907) in BY background,NA,NA,alpha,NA,S000000907-KanMX,S000000907,,,,,,,,,,,,NA,,
rec17548,bem2,alpha-haploid KanMX disruption of BEM2 (S000000957) in BY background,NA,NA,alpha,NA,S000000957-KanMX,S000000957,,,,,,,,,,,,NA,,
rec17549,yer186w-a,alpha-haploid KanMX disruption of NA (S000007427) in BY background,NA,NA,alpha,NA,S000007427-KanMX,S000007427,,,,,,,,,,,,NA,,
rec17551,seh1,alpha-haploid KanMX disruption of SEH1 (S000003068) in BY background,NA,NA,alpha,NA,S000003068-KanMX,S000003068,,,,,,,,,,,,NA,,
rec17552,coq8,alpha-haploid KanMX disruption of COQ8 (S000003087) in BY background,NA,NA,alpha,NA,S000003087-KanMX,S000003087,,,,,,,,,,,,NA,,
rec17553,pcl10,alpha-haploid KanMX disruption of PCL10 (S000003102) in BY background,NA,NA,alpha,NA,S000003102-KanMX,S000003102,,,,,,,,,,,,NA,,
rec17554,mpt5,alpha-haploid KanMX disruption of MPT5 (S000003146) in BY background,NA,NA,alpha,NA,S000003146-KanMX,S000003146,,,,,,,,,,,,NA,,
rec17556,str3,alpha-haploid KanMX disruption of STR3 (S000003152) in BY background,NA,NA,alpha,NA,S000003152-KanMX,S000003152,,,,,,,,,,,,NA,,
rec17557,ygl185c,alpha-haploid KanMX disruption of YGL185C (S000003153) in BY background,NA,NA,alpha,NA,S000003153-KanMX,S000003153,,,,,,,,,,,,NA,,
rec17558,cdc55,alpha-haploid KanMX disruption of CDC55 (S000003158) in BY background,NA,NA,alpha,NA,S000003158-KanMX,S000003158,,,,,,,,,,,,NA,,
rec17559,cox13,alpha-haploid KanMX disruption of COX13 (S000003159) in BY background,NA,NA,alpha,NA,S000003159-KanMX,S000003159,,,,,,,,,,,,NA,,
rec17560,ime4,alpha-haploid KanMX disruption of IME4 (S000003160) in BY background,NA,NA,alpha,NA,S000003160-KanMX,S000003160,,,,,,,,,,,,NA,,
rec17561,kip3,alpha-haploid KanMX disruption of KIP3 (S000003184) in BY background,NA,NA,alpha,NA,S000003184-KanMX,S000003184,,,,,,,,,,,,NA,,
rec17562,rnr4,alpha-haploid KanMX disruption of RNR4 (S000003412) in BY background,NA,NA,alpha,NA,S000003412-KanMX,S000003412,,,,,,,,,,,,NA,,
rec17563,msr1,alpha-haploid KanMX disruption of MSR1 (S000001133) in BY background,NA,NA,alpha,NA,S000001133-KanMX,S000001133,,,,,,,,,,,,NA,,
rec17565,ecm9,alpha-haploid KanMX disruption of ECM9 (S000001712) in BY background,NA,NA,alpha,NA,S000001712-KanMX,S000001712,,,,,,,,,,,,NA,,
rec17567,skg1,alpha-haploid KanMX disruption of SKG1 (S000001808) in BY background,NA,NA,alpha,NA,S000001808-KanMX,S000001808,,,,,,,,,,,,NA,,
rec17568,yll006w-a,alpha-haploid KanMX disruption of YLL006W-A (S000028560) in BY background,NA,NA,alpha,NA,S000028560-KanMX,S000028560,,,,,,,,,,,,NA,,
rec17570,ylr264c-a,alpha-haploid KanMX disruption of YLR264C-A (S000028808) in BY background,NA,NA,alpha,NA,S000028808-KanMX,S000028808,,,,,,,,,,,,NA,,
rec17571,ylr285c-a,alpha-haploid KanMX disruption of YLR285C-A (S000028569) in BY background,NA,NA,alpha,NA,S000028569-KanMX,S000028569,,,,,,,,,,,,NA,,
rec17572,ylr307c-a,alpha-haploid KanMX disruption of YLR307C-A (S000028525) in BY background,NA,NA,alpha,NA,S000028525-KanMX,S000028525,,,,,,,,,,,,NA,,
rec17573,sph1,alpha-haploid KanMX disruption of SPH1 (S000004305) in BY background,NA,NA,alpha,NA,S000004305-KanMX,S000004305,,,,,,,,,,,,NA,,
rec17574,ylr342w-a,alpha-haploid KanMX disruption of YLR342W-A (S000028571) in BY background,NA,NA,alpha,NA,S000028571-KanMX,S000028571,,,,,,,,,,,,NA,,
rec17575,ylr361c-a,alpha-haploid KanMX disruption of YLR361C-A (S000028845) in BY background,NA,NA,alpha,NA,S000028845-KanMX,S000028845,,,,,,,,,,,,NA,,
rec17576,ylr363w-a,alpha-haploid KanMX disruption of YLR363W-A (S000007620) in BY background,NA,NA,alpha,NA,S000007620-KanMX,S000007620,,,,,,,,,,,,NA,,
rec17577,ylr406c-a,alpha-haploid KanMX disruption of YLR406C-A (S000028683) in BY background,NA,NA,alpha,NA,S000028683-KanMX,S000028683,,,,,,,,,,,,NA,,
rec17578,ylr412c-a,alpha-haploid KanMX disruption of YLR412C-A (S000028572) in BY background,NA,NA,alpha,NA,S000028572-KanMX,S000028572,,,,,,,,,,,,NA,,
rec17579,yml007c-a,alpha-haploid KanMX disruption of YML007C-A (S000007621) in BY background,NA,NA,alpha,NA,S000007621-KanMX,S000007621,,,,,,,,,,,,NA,,
rec17580,yml054c-a,alpha-haploid KanMX disruption of YML054C-A (S000028573) in BY background,NA,NA,alpha,NA,S000028573-KanMX,S000028573,,,,,,,,,,,,NA,,
rec17581,hug1,alpha-haploid KanMX disruption of HUG1 (S000007472) in BY background,NA,NA,alpha,NA,S000007472-KanMX,S000007472,,,,,,,,,,,,NA,,
rec17582,ymr001c-a,alpha-haploid KanMX disruption of YMR001C-A (S000028691) in BY background,NA,NA,alpha,NA,S000028691-KanMX,S000028691,,,,,,,,,,,,NA,,
rec17583,ymr013w-a,alpha-haploid KanMX disruption of YMR013W-A (S000007622) in BY background,NA,NA,alpha,NA,S000007622-KanMX,S000007622,,,,,,,,,,,,NA,,
rec17585,ymr105w-a,alpha-haploid KanMX disruption of YMR105W-A (S000028692) in BY background,NA,NA,alpha,NA,S000028692-KanMX,S000028692,,,,,,,,,,,,NA,,
rec17587,ymr175w-a,alpha-haploid KanMX disruption of YMR175W-A (S000028848) in BY background,NA,NA,alpha,NA,S000028848-KanMX,S000028848,,,,,,,,,,,,NA,,
rec17588,ymr182w-a,alpha-haploid KanMX disruption of YMR182W-A (S000028693) in BY background,NA,NA,alpha,NA,S000028693-KanMX,S000028693,,,,,,,,,,,,NA,,
rec17589,cmc4,alpha-haploid KanMX disruption of CMC4 (S000028514) in BY background,NA,NA,alpha,NA,S000028514-KanMX,S000028514,,,,,,,,,,,,NA,,
rec17590,ymr230w-a,alpha-haploid KanMX disruption of YMR230W-A (S000028576) in BY background,NA,NA,alpha,NA,S000028576-KanMX,S000028576,,,,,,,,,,,,NA,,
rec17591,ymr242w-a,alpha-haploid KanMX disruption of YMR242W-A (S000028694) in BY background,NA,NA,alpha,NA,S000028694-KanMX,S000028694,,,,,,,,,,,,NA,,
rec17592,ymr247w-a,alpha-haploid KanMX disruption of YMR247W-A (S000028849) in BY background,NA,NA,alpha,NA,S000028849-KanMX,S000028849,,,,,,,,,,,,NA,,
rec17593,ymr272w-b,alpha-haploid KanMX disruption of YMR272W-B (S000028696) in BY background,NA,NA,alpha,NA,S000028696-KanMX,S000028696,,,,,,,,,,,,NA,,
rec17594,ymr315w-a,alpha-haploid KanMX disruption of YMR315W-A (S000028697) in BY background,NA,NA,alpha,NA,S000028697-KanMX,S000028697,,,,,,,,,,,,NA,,
rec17596,ynl042w-b,alpha-haploid KanMX disruption of YNL042W-B (S000028850) in BY background,NA,NA,alpha,NA,S000028850-KanMX,S000028850,,,,,,,,,,,,NA,,
rec17597,ynl067w-b,alpha-haploid KanMX disruption of YNL067W-B (S000028810) in BY background,NA,NA,alpha,NA,S000028810-KanMX,S000028810,,,,,,,,,,,,NA,,
rec17598,ynl097c-b,alpha-haploid KanMX disruption of YNL097C-B (S000028699) in BY background,NA,NA,alpha,NA,S000028699-KanMX,S000028699,,,,,,,,,,,,NA,,
rec17599,dgr1,alpha-haploid KanMX disruption of DGR1 (S000028579) in BY background,NA,NA,alpha,NA,S000028579-KanMX,S000028579,,,,,,,,,,,,NA,,
rec17601,ynl146c-a,alpha-haploid KanMX disruption of YNL146C-A (S000028851) in BY background,NA,NA,alpha,NA,S000028851-KanMX,S000028851,,,,,,,,,,,,NA,,
rec17602,ynl162w-a,alpha-haploid KanMX disruption of YNL162W-A (S000007624) in BY background,NA,NA,alpha,NA,S000007624-KanMX,S000007624,,,,,,,,,,,,NA,,
rec17603,ynl277w-a,alpha-haploid KanMX disruption of YNL277W-A (S000028852) in BY background,NA,NA,alpha,NA,S000028852-KanMX,S000028852,,,,,,,,,,,,NA,,
rec17605,yol013w-b,alpha-haploid KanMX disruption of YOL013W-B (S000007252) in BY background,NA,NA,alpha,NA,S000007252-KanMX,S000007252,,,,,,,,,,,,NA,,
rec17606,yol019w-a,alpha-haploid KanMX disruption of YOL019W-A (S000028707) in BY background,NA,NA,alpha,NA,S000028707-KanMX,S000028707,,,,,,,,,,,,NA,,
rec17607,yol038c-a,alpha-haploid KanMX disruption of YOL038C-A (S000028812) in BY background,NA,NA,alpha,NA,S000028812-KanMX,S000028812,,,,,,,,,,,,NA,,
rec17608,ddr2,alpha-haploid KanMX disruption of DDR2 (S000005413) in BY background,NA,NA,alpha,NA,S000005413-KanMX,S000005413,,,,,,,,,,,,NA,,
rec17609,atp19,alpha-haploid KanMX disruption of ATP19 (S000007339) in BY background,NA,NA,alpha,NA,S000007339-KanMX,S000007339,,,,,,,,,,,,NA,,
rec17610,mhf1,alpha-haploid KanMX disruption of MHF1 (S000007626) in BY background,NA,NA,alpha,NA,S000007626-KanMX,S000007626,,,,,,,,,,,,NA,,
rec17611,yol097w-a,alpha-haploid KanMX disruption of YOL097W-A (S000028854) in BY background,NA,NA,alpha,NA,S000028854-KanMX,S000028854,,,,,,,,,,,,NA,,
rec17612,yol159c-a,alpha-haploid KanMX disruption of YOL159C-A (S000007627) in BY background,NA,NA,alpha,NA,S000007627-KanMX,S000007627,,,,,,,,,,,,NA,,
rec17613,yol164w-a,alpha-haploid KanMX disruption of YOL164W-A (S000028580) in BY background,NA,NA,alpha,NA,S000028580-KanMX,S000028580,,,,,,,,,,,,NA,,
rec17616,yor020w-a,alpha-haploid KanMX disruption of YOR020W-A (S000028526) in BY background,NA,NA,alpha,NA,S000028526-KanMX,S000028526,,,,,,,,,,,,NA,,
rec17618,yor034c-a,alpha-haploid KanMX disruption of YOR034C-A (S000028856) in BY background,NA,NA,alpha,NA,S000028856-KanMX,S000028856,,,,,,,,,,,,NA,,
rec17620,yor161c-c,alpha-haploid KanMX disruption of YOR161C-C (S000028712) in BY background,NA,NA,alpha,NA,S000028712-KanMX,S000028712,,,,,,,,,,,,NA,,
rec17621,yor293c-a,alpha-haploid KanMX disruption of YOR293C-A (S000028858) in BY background,NA,NA,alpha,NA,S000028858-KanMX,S000028858,,,,,,,,,,,,NA,,
rec17622,yor316c-a,alpha-haploid KanMX disruption of YOR316C-A (S000028584) in BY background,NA,NA,alpha,NA,S000028584-KanMX,S000028584,,,,,,,,,,,,NA,,
rec17623,yor376w-a,alpha-haploid KanMX disruption of YOR376W-A (S000028586) in BY background,NA,NA,alpha,NA,S000028586-KanMX,S000028586,,,,,,,,,,,,NA,,
rec17625,ypl038w-a,alpha-haploid KanMX disruption of YPL038W-A (S000028588) in BY background,NA,NA,alpha,NA,S000028588-KanMX,S000028588,,,,,,,,,,,,NA,,
rec17626,eri1,alpha-haploid KanMX disruption of ERI1 (S000028423) in BY background,NA,NA,alpha,NA,S000028423-KanMX,S000028423,,,,,,,,,,,,NA,,
rec17627,ypl119c-a,alpha-haploid KanMX disruption of YPL119C-A (S000028859) in BY background,NA,NA,alpha,NA,S000028859-KanMX,S000028859,,,,,,,,,,,,NA,,
rec17628,ypl152w-a,alpha-haploid KanMX disruption of YPL152W-A (S000028721) in BY background,NA,NA,alpha,NA,S000028721-KanMX,S000028721,,,,,,,,,,,,NA,,
rec17629,coa2,alpha-haploid KanMX disruption of COA2 (S000028527) in BY background,NA,NA,alpha,NA,S000028527-KanMX,S000028527,,,,,,,,,,,,NA,,
rec17631,ypr108w-a,alpha-haploid KanMX disruption of YPR108W-A (S000028590) in BY background,NA,NA,alpha,NA,S000028590-KanMX,S000028590,,,,,,,,,,,,NA,,
rec17632,ypr159c-a,alpha-haploid KanMX disruption of YPR159C-A (S000028725) in BY background,NA,NA,alpha,NA,S000028725-KanMX,S000028725,,,,,,,,,,,,NA,,
rec17633,swh1,alpha-haploid KanMX disruption of SWH1 (S000000081) in BY background,NA,NA,alpha,NA,S000000081-KanMX,S000000081,,,,,,,,,,,,NA,,
rec17634,scs22,alpha-haploid KanMX disruption of SCS22 (S000007228) in BY background,NA,NA,alpha,NA,S000007228-KanMX,S000007228,,,,,,,,,,,,NA,,
rec17635,sea4,alpha-haploid KanMX disruption of SEA4 (S000000200) in BY background,NA,NA,alpha,NA,S000000200-KanMX,S000000200,,,,,,,,,,,,NA,,
rec17636,pff1,alpha-haploid KanMX disruption of PFF1 (S000000278) in BY background,NA,NA,alpha,NA,S000000278-KanMX,S000000278,,,,,,,,,,,,NA,,
rec17637,mms4,alpha-haploid KanMX disruption of MMS4 (S000000302) in BY background,NA,NA,alpha,NA,S000000302-KanMX,S000000302,,,,,,,,,,,,NA,,
rec17638,mrpl36,alpha-haploid KanMX disruption of MRPL36 (S000000326) in BY background,NA,NA,alpha,NA,S000000326-KanMX,S000000326,,,,,,,,,,,,NA,,
rec17639,ics2,alpha-haploid KanMX disruption of ICS2 (S000000361) in BY background,NA,NA,alpha,NA,S000000361-KanMX,S000000361,,,,,,,,,,,,NA,,
rec17640,der1,alpha-haploid KanMX disruption of DER1 (S000000405) in BY background,NA,NA,alpha,NA,S000000405-KanMX,S000000405,,,,,,,,,,,,NA,,
rec17641,ybr230w-a,alpha-haploid KanMX disruption of YBR230W-A (S000029722) in BY background,NA,NA,alpha,NA,S000029722-KanMX,S000029722,,,,,,,,,,,,NA,,
rec17642,ycl002c,alpha-haploid KanMX disruption of YCL002C (S000000508) in BY background,NA,NA,alpha,NA,S000000508-KanMX,S000000508,,,,,,,,,,,,NA,,
rec17644,ycl012c,alpha-haploid KanMX disruption of YCL012C (S000029705) in BY background,NA,NA,alpha,NA,S000029705-KanMX,S000029705,,,,,,,,,,,,NA,,
rec17645,bud3,alpha-haploid KanMX disruption of BUD3 (S000000520) in BY background,NA,NA,alpha,NA,S000000520-KanMX,S000000520,,,,,,,,,,,,NA,,
rec17646,mrc1,alpha-haploid KanMX disruption of MRC1 (S000000566) in BY background,NA,NA,alpha,NA,S000000566-KanMX,S000000566,,,,,,,,,,,,NA,,
rec17647,ycr061w,alpha-haploid KanMX disruption of YCR061W (S000000657) in BY background,NA,NA,alpha,NA,S000000657-KanMX,S000000657,,,,,,,,,,,,NA,,
rec17648,mcm21,alpha-haploid KanMX disruption of MCM21 (S000002726) in BY background,NA,NA,alpha,NA,S000002726-KanMX,S000002726,,,,,,,,,,,,NA,,
rec17649,jip4,alpha-haploid KanMX disruption of JIP4 (S000002883) in BY background,NA,NA,alpha,NA,S000002883-KanMX,S000002883,,,,,,,,,,,,NA,,
rec17650,flo8,alpha-haploid KanMX disruption of FLO8 (S000000911) in BY background,NA,NA,alpha,NA,S000000911-KanMX,S000000911,,,,,,,,,,,,NA,,
rec17652,hac1,alpha-haploid KanMX disruption of HAC1 (S000001863) in BY background,NA,NA,alpha,NA,S000001863-KanMX,S000001863,,,,,,,,,,,,NA,,
rec17653,yfl042c,alpha-haploid KanMX disruption of YFL042C (S000001852) in BY background,NA,NA,alpha,NA,S000001852-KanMX,S000001852,,,,,,,,,,,,NA,,
rec17654,yfr045w,alpha-haploid KanMX disruption of YFR045W (S000001941) in BY background,NA,NA,alpha,NA,S000001941-KanMX,S000001941,,,,,,,,,,,,NA,,
rec17655,hop2,alpha-haploid KanMX disruption of HOP2 (S000003001) in BY background,NA,NA,alpha,NA,S000003001-KanMX,S000003001,,,,,,,,,,,,NA,,
rec17656,rim8,alpha-haploid KanMX disruption of RIM8 (S000003013) in BY background,NA,NA,alpha,NA,S000003013-KanMX,S000003013,,,,,,,,,,,,NA,,
rec17657,tpn1,alpha-haploid KanMX disruption of TPN1 (S000003154) in BY background,NA,NA,alpha,NA,S000003154-KanMX,S000003154,,,,,,,,,,,,NA,,
rec17659,ama1,alpha-haploid KanMX disruption of AMA1 (S000003457) in BY background,NA,NA,alpha,NA,S000003457-KanMX,S000003457,,,,,,,,,,,,NA,,
rec17664,vtc4,alpha-haploid KanMX disruption of VTC4 (S000003549) in BY background,NA,NA,alpha,NA,S000003549-KanMX,S000003549,,,,,,,,,,,,NA,,
rec17665,yjl016w,alpha-haploid KanMX disruption of YJL016W (S000003553) in BY background,NA,NA,alpha,NA,S000003553-KanMX,S000003553,,,,,,,,,,,,NA,,
rec17667,bbc1,alpha-haploid KanMX disruption of BBC1 (S000003557) in BY background,NA,NA,alpha,NA,S000003557-KanMX,S000003557,,,,,,,,,,,,NA,,
rec17668,arg3,alpha-haploid KanMX disruption of ARG3 (S000003624) in BY background,NA,NA,alpha,NA,S000003624-KanMX,S000003624,,,,,,,,,,,,NA,,
rec17669,mrpl49,alpha-haploid KanMX disruption of MRPL49 (S000003632) in BY background,NA,NA,alpha,NA,S000003632-KanMX,S000003632,,,,,,,,,,,,NA,,
rec17670,yjl160c,alpha-haploid KanMX disruption of YJL160C (S000003696) in BY background,NA,NA,alpha,NA,S000003696-KanMX,S000003696,,,,,,,,,,,,NA,,
rec17671,cbf1,alpha-haploid KanMX disruption of CBF1 (S000003821) in BY background,NA,NA,alpha,NA,S000003821-KanMX,S000003821,,,,,,,,,,,,NA,,
rec17672,yjr085c,alpha-haploid KanMX disruption of YJR085C (S000003845) in BY background,NA,NA,alpha,NA,S000003845-KanMX,S000003845,,,,,,,,,,,,NA,,
rec17673,ste18,alpha-haploid KanMX disruption of STE18 (S000003846) in BY background,NA,NA,alpha,NA,S000003846-KanMX,S000003846,,,,,,,,,,,,NA,,
rec17675,rsm26,alpha-haploid KanMX disruption of RSM26 (S000003862) in BY background,NA,NA,alpha,NA,S000003862-KanMX,S000003862,,,,,,,,,,,,NA,,
rec17676,yjr112w-a,alpha-haploid KanMX disruption of YJR112W-A (S000028513) in BY background,NA,NA,alpha,NA,S000028513-KanMX,S000028513,,,,,,,,,,,,NA,,
rec17677,yjr114w,alpha-haploid KanMX disruption of YJR114W (S000003875) in BY background,NA,NA,alpha,NA,S000003875-KanMX,S000003875,,,,,,,,,,,,NA,,
rec17678,pmt4,alpha-haploid KanMX disruption of PMT4 (S000003904) in BY background,NA,NA,alpha,NA,S000003904-KanMX,S000003904,,,,,,,,,,,,NA,,
rec17679,dan4,alpha-haploid KanMX disruption of DAN4 (S000003912) in BY background,NA,NA,alpha,NA,S000003912-KanMX,S000003912,,,,,,,,,,,,NA,,
rec17680,did4,alpha-haploid KanMX disruption of DID4 (S000001485) in BY background,NA,NA,alpha,NA,S000001485-KanMX,S000001485,,,,,,,,,,,,NA,,
rec17681,ykl033w-a,alpha-haploid KanMX disruption of YKL033W-A (S000007242) in BY background,NA,NA,alpha,NA,S000007242-KanMX,S000007242,,,,,,,,,,,,NA,,
rec17683,ape2,alpha-haploid KanMX disruption of APE2 (S000001640) in BY background,NA,NA,alpha,NA,S000001640-KanMX,S000001640,,,,,,,,,,,,NA,,
rec17684,ptk1,alpha-haploid KanMX disruption of PTK1 (S000001681) in BY background,NA,NA,alpha,NA,S000001681-KanMX,S000001681,,,,,,,,,,,,NA,,
rec17685,mnn4,alpha-haploid KanMX disruption of MNN4 (S000001684) in BY background,NA,NA,alpha,NA,S000001684-KanMX,S000001684,,,,,,,,,,,,NA,,
rec17687,dyn1,alpha-haploid KanMX disruption of DYN1 (S000001762) in BY background,NA,NA,alpha,NA,S000001762-KanMX,S000001762,,,,,,,,,,,,NA,,
rec17688,skg1,alpha-haploid KanMX disruption of SKG1 (S000001808) in BY background,NA,NA,alpha,NA,S000001808-KanMX,S000001808,,,,,,,,,,,,NA,,
rec17689,osw2,alpha-haploid KanMX disruption of OSW2 (S000004044) in BY background,NA,NA,alpha,NA,S000004044-KanMX,S000004044,,,,,,,,,,,,NA,,
rec17690,ylr194c,alpha-haploid KanMX disruption of YLR194C (S000004184) in BY background,NA,NA,alpha,NA,S000004184-KanMX,S000004184,,,,,,,,,,,,NA,,
rec17691,atg38,alpha-haploid KanMX disruption of ATG38 (S000004201) in BY background,NA,NA,alpha,NA,S000004201-KanMX,S000004201,,,,,,,,,,,,NA,,
rec17693,rom2,alpha-haploid KanMX disruption of ROM2 (S000004363) in BY background,NA,NA,alpha,NA,S000004363-KanMX,S000004363,,,,,,,,,,,,NA,,
rec17695,ylr419w,alpha-haploid KanMX disruption of YLR419W (S000004411) in BY background,NA,NA,alpha,NA,S000004411-KanMX,S000004411,,,,,,,,,,,,NA,,
rec17696,gmc2,alpha-haploid KanMX disruption of GMC2 (S000004437) in BY background,NA,NA,alpha,NA,S000004437-KanMX,S000004437,,,,,,,,,,,,NA,,
rec17697,src1,alpha-haploid KanMX disruption of SRC1 (S000004497) in BY background,NA,NA,alpha,NA,S000004497-KanMX,S000004497,,,,,,,,,,,,NA,,
rec17698,mdm1,alpha-haploid KanMX disruption of MDM1 (S000004572) in BY background,NA,NA,alpha,NA,S000004572-KanMX,S000004572,,,,,,,,,,,,NA,,
rec17699,rps16a,alpha-haploid KanMX disruption of RPS16A (S000004751) in BY background,NA,NA,alpha,NA,S000004751-KanMX,S000004751,,,,,,,,,,,,NA,,
rec17700,erg2,alpha-haploid KanMX disruption of ERG2 (S000004815) in BY background,NA,NA,alpha,NA,S000004815-KanMX,S000004815,,,,,,,,,,,,NA,,
rec17702,tma23,alpha-haploid KanMX disruption of TMA23 (S000004882) in BY background,NA,NA,alpha,NA,S000004882-KanMX,S000004882,,,,,,,,,,,,NA,,
rec17704,rho2,alpha-haploid KanMX disruption of RHO2 (S000005034) in BY background,NA,NA,alpha,NA,S000005034-KanMX,S000005034,,,,,,,,,,,,NA,,
rec17705,lsm7,alpha-haploid KanMX disruption of LSM7 (S000005091) in BY background,NA,NA,alpha,NA,S000005091-KanMX,S000005091,,,,,,,,,,,,NA,,
rec17706,ssb2,alpha-haploid KanMX disruption of SSB2 (S000005153) in BY background,NA,NA,alpha,NA,S000005153-KanMX,S000005153,,,,,,,,,,,,NA,,
rec17707,erg24,alpha-haploid KanMX disruption of ERG24 (S000005224) in BY background,NA,NA,alpha,NA,S000005224-KanMX,S000005224,,,,,,,,,,,,NA,,
rec17709,pop2,alpha-haploid KanMX disruption of POP2 (S000005335) in BY background,NA,NA,alpha,NA,S000005335-KanMX,S000005335,,,,,,,,,,,,NA,,
rec17710,rrt8,alpha-haploid KanMX disruption of RRT8 (S000005408) in BY background,NA,NA,alpha,NA,S000005408-KanMX,S000005408,,,,,,,,,,,,NA,,
rec17711,arg8,alpha-haploid KanMX disruption of ARG8 (S000005500) in BY background,NA,NA,alpha,NA,S000005500-KanMX,S000005500,,,,,,,,,,,,NA,,
rec17713,ctr9,alpha-haploid KanMX disruption of CTR9 (S000005505) in BY background,NA,NA,alpha,NA,S000005505-KanMX,S000005505,,,,,,,,,,,,NA,,
rec17714,zps1,alpha-haploid KanMX disruption of ZPS1 (S000005514) in BY background,NA,NA,alpha,NA,S000005514-KanMX,S000005514,,,,,,,,,,,,NA,,
rec17715,bds1,alpha-haploid KanMX disruption of BDS1 (S000005524) in BY background,NA,NA,alpha,NA,S000005524-KanMX,S000005524,,,,,,,,,,,,NA,,
